method,case_id,scan_id,agent_group,target_id,score_status,eligible_viewpoint_count,probability_sum,initial_pwgs
Gemma-Instant,RPmz2sHmrrY_case_0026,RPmz2sHmrrY,multi,2,scored,13,0.9999999999999999,0.9774050360394897
GPT-Medium,RPmz2sHmrrY_case_0028,RPmz2sHmrrY,multi,4,scored,12,0.9999999999999999,0.6714817083134295
Qwen-Thinking,RPmz2sHmrrY_case_0028,RPmz2sHmrrY,multi,4,scored,12,0.9999999999999998,0.5385864647451497
Qwen-Instant,RPmz2sHmrrY_case_0028,RPmz2sHmrrY,multi,4,scored,12,1.0,0.6781181294821056
Gemma-Instant,RPmz2sHmrrY_case_0028,RPmz2sHmrrY,multi,4,scored,12,0.9999999999999998,0.5400678906391188
GPT-Medium,RPmz2sHmrrY_case_0028,RPmz2sHmrrY,multi,7,scored,12,0.9999999999999999,0.656979615563412
Qwen-Thinking,RPmz2sHmrrY_case_0028,RPmz2sHmrrY,multi,7,scored,12,0.9999999999999999,0.568649049933106
Qwen-Instant,RPmz2sHmrrY_case_0028,RPmz2sHmrrY,multi,7,scored,12,1.0000000000000002,0.6373802510932479
Gemma-Instant,RPmz2sHmrrY_case_0028,RPmz2sHmrrY,multi,7,scored,12,0.9999999999999998,0.5023687495496292
GPT-Medium,RPmz2sHmrrY_case_0029,RPmz2sHmrrY,multi,2,scored,10,0.9999999999999999,0.949436018438272
Qwen-Thinking,RPmz2sHmrrY_case_0029,RPmz2sHmrrY,multi,2,scored,10,0.9999999999999999,0.8924188789079565
Qwen-Instant,RPmz2sHmrrY_case_0029,RPmz2sHmrrY,multi,2,scored,10,1.0000000000000002,0.9443050287090331
Gemma-Instant,RPmz2sHmrrY_case_0029,RPmz2sHmrrY,multi,2,scored,10,1.0000000000000004,0.783295597962535
GPT-Medium,RPmz2sHmrrY_case_0029,RPmz2sHmrrY,multi,4,scored,10,0.9999999999999999,0.7580641929855175
Qwen-Thinking,RPmz2sHmrrY_case_0029,RPmz2sHmrrY,multi,4,scored,10,1.0,0.29527243434467343
Qwen-Instant,RPmz2sHmrrY_case_0029,RPmz2sHmrrY,multi,4,scored,10,0.9999999999999999,0.2509874884841842
Gemma-Instant,RPmz2sHmrrY_case_0029,RPmz2sHmrrY,multi,4,scored,10,0.9999999999999999,0.29527243434467343
GPT-Medium,RPmz2sHmrrY_case_0029,RPmz2sHmrrY,multi,5,scored,10,1.0,0.7636973021278264
Qwen-Thinking,RPmz2sHmrrY_case_0029,RPmz2sHmrrY,multi,5,scored,10,1.0,0.4021923962118287
Qwen-Instant,RPmz2sHmrrY_case_0029,RPmz2sHmrrY,multi,5,scored,10,1.0,0.2748511444000089
Gemma-Instant,RPmz2sHmrrY_case_0029,RPmz2sHmrrY,multi,5,scored,10,0.9999999999999999,0.2748511444000089
GPT-Medium,RPmz2sHmrrY_case_0029,RPmz2sHmrrY,multi,7,scored,10,1.0,0.7215181446722229
Qwen-Thinking,RPmz2sHmrrY_case_0029,RPmz2sHmrrY,multi,7,scored,10,1.0,0.25972594230844614
Qwen-Instant,RPmz2sHmrrY_case_0029,RPmz2sHmrrY,multi,7,scored,10,1.0,0.25972594230844614
Gemma-Instant,RPmz2sHmrrY_case_0029,RPmz2sHmrrY,multi,7,scored,10,0.9999999999999999,0.25972594230844626
GPT-Medium,RPmz2sHmrrY_case_0030,RPmz2sHmrrY,multi,1,scored,9,1.0,0.80755892733354
Qwen-Thinking,RPmz2sHmrrY_case_0030,RPmz2sHmrrY,multi,1,scored,9,0.9999999999999998,0.8591118081067971
Qwen-Instant,RPmz2sHmrrY_case_0030,RPmz2sHmrrY,multi,1,scored,9,1.0,0.6556268440766668
Gemma-Instant,RPmz2sHmrrY_case_0030,RPmz2sHmrrY,multi,1,scored,9,1.0000000000000002,0.9720081008712264
GPT-Medium,RPmz2sHmrrY_case_0030,RPmz2sHmrrY,multi,2,scored,9,0.9999999999999998,0.5152454800683282
Qwen-Thinking,RPmz2sHmrrY_case_0030,RPmz2sHmrrY,multi,2,scored,9,0.9999999999999997,0.46011580845771094
Qwen-Instant,RPmz2sHmrrY_case_0030,RPmz2sHmrrY,multi,2,scored,9,0.9999999999999998,0.4482993934948475
Gemma-Instant,RPmz2sHmrrY_case_0030,RPmz2sHmrrY,multi,2,scored,9,0.9999999999999999,0.311911670886988
GPT-Medium,RPmz2sHmrrY_case_0030,RPmz2sHmrrY,multi,5,scored,9,1.0,0.6453018319859627
Qwen-Thinking,RPmz2sHmrrY_case_0030,RPmz2sHmrrY,multi,5,scored,9,1.0000000000000002,0.5745839183365197
Qwen-Instant,RPmz2sHmrrY_case_0030,RPmz2sHmrrY,multi,5,scored,9,0.9999999999999998,0.5028374936327467
Gemma-Instant,RPmz2sHmrrY_case_0030,RPmz2sHmrrY,multi,5,scored,9,1.0,0.5844823152030554
GPT-Medium,RPmz2sHmrrY_case_0030,RPmz2sHmrrY,multi,7,scored,9,1.0000000000000002,0.5559143960289551
Qwen-Thinking,RPmz2sHmrrY_case_0030,RPmz2sHmrrY,multi,7,scored,9,1.0,0.48295979503988395
Qwen-Instant,RPmz2sHmrrY_case_0030,RPmz2sHmrrY,multi,7,scored,9,0.9999999999999998,0.47516608361547075
Gemma-Instant,RPmz2sHmrrY_case_0030,RPmz2sHmrrY,multi,7,scored,9,1.0,0.5523179479937101
GPT-Medium,RPmz2sHmrrY_case_0033,RPmz2sHmrrY,multi,0,scored,15,1.0,0.8148027357392043
Qwen-Thinking,RPmz2sHmrrY_case_0033,RPmz2sHmrrY,multi,0,scored,15,1.0000000000000002,0.5770533938045083
Qwen-Instant,RPmz2sHmrrY_case_0033,RPmz2sHmrrY,multi,0,scored,15,1.0,0.26780911177421385
Gemma-Instant,RPmz2sHmrrY_case_0033,RPmz2sHmrrY,multi,0,scored,15,1.0000000000000002,0.6542108451720894
GPT-Medium,RPmz2sHmrrY_case_0034,RPmz2sHmrrY,multi,1,scored,20,0.9999999999999999,0.5506580162625225
Qwen-Thinking,RPmz2sHmrrY_case_0034,RPmz2sHmrrY,multi,1,scored,20,1.0000000000000002,0.47300142330138906
Qwen-Instant,RPmz2sHmrrY_case_0034,RPmz2sHmrrY,multi,1,scored,20,1.0000000000000007,0.6151877882922008
Gemma-Instant,RPmz2sHmrrY_case_0034,RPmz2sHmrrY,multi,1,scored,20,1.0000000000000002,0.562489739792417
GPT-Medium,RPmz2sHmrrY_case_0034,RPmz2sHmrrY,multi,2,scored,20,0.9999999999999999,0.9061023477110272
Qwen-Thinking,RPmz2sHmrrY_case_0034,RPmz2sHmrrY,multi,2,scored,20,1.0000000000000007,0.7599626593812305
Qwen-Instant,RPmz2sHmrrY_case_0034,RPmz2sHmrrY,multi,2,scored,20,1.0,0.7016313601205544
Gemma-Instant,RPmz2sHmrrY_case_0034,RPmz2sHmrrY,multi,2,scored,20,1.0000000000000009,0.7536941129245079
GPT-Medium,RPmz2sHmrrY_case_0035,RPmz2sHmrrY,multi,1,scored,19,1.0000000000000002,0.5647927067913633
Qwen-Thinking,RPmz2sHmrrY_case_0035,RPmz2sHmrrY,multi,1,scored,19,1.0,0.3873369608769627
Qwen-Instant,RPmz2sHmrrY_case_0035,RPmz2sHmrrY,multi,1,scored,19,1.0000000000000002,0.6190075406544974
Gemma-Instant,RPmz2sHmrrY_case_0035,RPmz2sHmrrY,multi,1,scored,19,1.0000000000000004,0.5536660006285961
GPT-Medium,RPmz2sHmrrY_case_0035,RPmz2sHmrrY,multi,2,scored,19,1.0000000000000002,0.9565642291548885
Qwen-Thinking,RPmz2sHmrrY_case_0035,RPmz2sHmrrY,multi,2,scored,19,0.9999999999999994,0.7086814998792755
Qwen-Instant,RPmz2sHmrrY_case_0035,RPmz2sHmrrY,multi,2,scored,19,1.000000000000001,0.8203969857471803
Gemma-Instant,RPmz2sHmrrY_case_0035,RPmz2sHmrrY,multi,2,scored,19,1.0000000000000004,0.8880144124180964
GPT-Medium,RPmz2sHmrrY_case_0035,RPmz2sHmrrY,multi,5,scored,19,0.9999999999999999,0.7389333209203621
Qwen-Thinking,RPmz2sHmrrY_case_0035,RPmz2sHmrrY,multi,5,scored,19,0.9999999999999997,0.6423361018860759
Qwen-Instant,RPmz2sHmrrY_case_0035,RPmz2sHmrrY,multi,5,scored,19,0.9999999999999993,0.4923387538249472
Gemma-Instant,RPmz2sHmrrY_case_0035,RPmz2sHmrrY,multi,5,scored,19,0.9999999999999999,0.6743754668026384
GPT-Medium,RPmz2sHmrrY_case_0036,RPmz2sHmrrY,multi,7,scored,19,1.0000000000000002,0.6017909942234931
Qwen-Thinking,RPmz2sHmrrY_case_0036,RPmz2sHmrrY,multi,7,scored,19,1.0,0.5790190809855633
Qwen-Instant,RPmz2sHmrrY_case_0036,RPmz2sHmrrY,multi,7,scored,19,1.0000000000000004,0.5423946102875427
Gemma-Instant,RPmz2sHmrrY_case_0036,RPmz2sHmrrY,multi,7,scored,19,1.0000000000000009,0.6533257892678941
GPT-Medium,RPmz2sHmrrY_case_0038,RPmz2sHmrrY,multi,0,scored,17,1.0000000000000002,0.655725200431359
Qwen-Thinking,RPmz2sHmrrY_case_0038,RPmz2sHmrrY,multi,0,scored,17,1.0000000000000004,0.6167058952219686
Qwen-Instant,RPmz2sHmrrY_case_0038,RPmz2sHmrrY,multi,0,scored,17,1.0000000000000002,0.5474291495114163
Gemma-Instant,RPmz2sHmrrY_case_0038,RPmz2sHmrrY,multi,0,scored,17,1.0000000000000004,0.2822814913674767
GPT-Medium,RPmz2sHmrrY_case_0038,RPmz2sHmrrY,multi,2,scored,17,1.0,0.9449845591601569
Qwen-Thinking,RPmz2sHmrrY_case_0038,RPmz2sHmrrY,multi,2,scored,17,1.0000000000000002,0.7654874667901873
Qwen-Instant,RPmz2sHmrrY_case_0038,RPmz2sHmrrY,multi,2,scored,17,0.9999999999999996,0.6834780337548072
Gemma-Instant,RPmz2sHmrrY_case_0038,RPmz2sHmrrY,multi,2,scored,17,1.0000000000000004,0.9558894053565886
GPT-Medium,RPmz2sHmrrY_case_0038,RPmz2sHmrrY,multi,5,scored,17,1.0,0.7242732963077306
Qwen-Thinking,RPmz2sHmrrY_case_0038,RPmz2sHmrrY,multi,5,scored,17,1.0,0.624457003162572
Qwen-Instant,RPmz2sHmrrY_case_0038,RPmz2sHmrrY,multi,5,scored,17,0.9999999999999997,0.5766366697929727
Gemma-Instant,RPmz2sHmrrY_case_0038,RPmz2sHmrrY,multi,5,scored,17,0.9999999999999996,0.5964835515838771
GPT-Medium,RPmz2sHmrrY_case_0039,RPmz2sHmrrY,multi,0,scored,17,0.9999999999999999,0.682251125543721
Qwen-Thinking,RPmz2sHmrrY_case_0039,RPmz2sHmrrY,multi,0,scored,17,1.0,0.8077369059897094
Qwen-Instant,RPmz2sHmrrY_case_0039,RPmz2sHmrrY,multi,0,scored,17,1.0,0.6967083730628632
Gemma-Instant,RPmz2sHmrrY_case_0039,RPmz2sHmrrY,multi,0,scored,17,1.0000000000000002,0.5496705253620042
GPT-Medium,RPmz2sHmrrY_case_0039,RPmz2sHmrrY,multi,1,scored,17,1.0,0.6801066362984403
Qwen-Thinking,RPmz2sHmrrY_case_0039,RPmz2sHmrrY,multi,1,scored,17,1.0,0.8077369059897094
Qwen-Instant,RPmz2sHmrrY_case_0039,RPmz2sHmrrY,multi,1,scored,17,1.0000000000000004,0.6623022065484643
Gemma-Instant,RPmz2sHmrrY_case_0039,RPmz2sHmrrY,multi,1,scored,17,1.0000000000000002,0.5496705253620042
GPT-Medium,RPmz2sHmrrY_case_0039,RPmz2sHmrrY,multi,5,scored,17,1.0,0.7102358623910313
Qwen-Thinking,RPmz2sHmrrY_case_0039,RPmz2sHmrrY,multi,5,scored,17,1.0,0.6622315410252338
Qwen-Instant,RPmz2sHmrrY_case_0039,RPmz2sHmrrY,multi,5,scored,17,1.0000000000000002,0.5715589377547753
Gemma-Instant,RPmz2sHmrrY_case_0039,RPmz2sHmrrY,multi,5,scored,17,0.9999999999999999,0.557927036420568
GPT-Medium,RPmz2sHmrrY_case_0040,RPmz2sHmrrY,multi,0,scored,20,1.0,0.5977453868917966
Qwen-Thinking,RPmz2sHmrrY_case_0040,RPmz2sHmrrY,multi,0,scored,20,1.0,0.8780024594720637
Qwen-Instant,RPmz2sHmrrY_case_0040,RPmz2sHmrrY,multi,0,scored,20,0.9999999999999991,0.601826096854724
Gemma-Instant,RPmz2sHmrrY_case_0040,RPmz2sHmrrY,multi,0,scored,20,1.0000000000000004,0.7870232429043772
GPT-Medium,RPmz2sHmrrY_case_0040,RPmz2sHmrrY,multi,2,scored,20,0.9999999999999999,0.8991163369890228
Qwen-Thinking,RPmz2sHmrrY_case_0040,RPmz2sHmrrY,multi,2,scored,20,1.0000000000000004,0.9114645545538346
Qwen-Instant,RPmz2sHmrrY_case_0040,RPmz2sHmrrY,multi,2,scored,20,1.0000000000000004,0.8587491490507101
Gemma-Instant,RPmz2sHmrrY_case_0040,RPmz2sHmrrY,multi,2,scored,20,1.000000000000001,0.860937568639582
GPT-Medium,RPmz2sHmrrY_case_0040,RPmz2sHmrrY,multi,5,scored,20,0.9999999999999999,0.7139213253435658
Qwen-Thinking,RPmz2sHmrrY_case_0040,RPmz2sHmrrY,multi,5,scored,20,0.9999999999999996,0.42584042835296554
Qwen-Instant,RPmz2sHmrrY_case_0040,RPmz2sHmrrY,multi,5,scored,20,1.0,0.6013954132236405
Gemma-Instant,RPmz2sHmrrY_case_0040,RPmz2sHmrrY,multi,5,scored,20,1.0,0.5843557991647936
GPT-Medium,RPmz2sHmrrY_case_0040,RPmz2sHmrrY,multi,7,scored,20,1.0000000000000002,0.6579784337156851
Qwen-Thinking,RPmz2sHmrrY_case_0040,RPmz2sHmrrY,multi,7,scored,20,1.0000000000000002,0.36327735103844816
Qwen-Instant,RPmz2sHmrrY_case_0040,RPmz2sHmrrY,multi,7,scored,20,1.0,0.5683003093927899
Gemma-Instant,RPmz2sHmrrY_case_0040,RPmz2sHmrrY,multi,7,scored,20,1.0,0.5521983941991411
GPT-Medium,17DRP5sb8fy_case_0001,17DRP5sb8fy,single,0,scored,2,1.0,0.3880706664503597
Qwen-Thinking,17DRP5sb8fy_case_0001,17DRP5sb8fy,single,0,scored,2,1.0,0.37186214447568866
Qwen-Instant,17DRP5sb8fy_case_0001,17DRP5sb8fy,single,0,scored,2,1.0,0.32728870904534313
Gemma-Instant,17DRP5sb8fy_case_0001,17DRP5sb8fy,single,0,zero_no_model_generated_location_distribution,0,0,0.0
GPT-Medium,17DRP5sb8fy_case_0002,17DRP5sb8fy,single,4,scored,6,0.9999999999999999,0.4449074824370862
Qwen-Thinking,17DRP5sb8fy_case_0002,17DRP5sb8fy,single,4,scored,6,0.9999999999999999,0.46584290930855965
Qwen-Instant,17DRP5sb8fy_case_0002,17DRP5sb8fy,single,4,scored,6,1.0000000000000002,0.43902106835337407
Gemma-Instant,17DRP5sb8fy_case_0002,17DRP5sb8fy,single,4,scored,6,0.9999999999999999,0.46584290930855965
GPT-Medium,17DRP5sb8fy_case_0003,17DRP5sb8fy,single,2,scored,8,1.0000000000000002,0.19818438069805477
Qwen-Thinking,17DRP5sb8fy_case_0003,17DRP5sb8fy,single,2,scored,8,0.9999999999999997,0.22232204587443838
Qwen-Instant,17DRP5sb8fy_case_0003,17DRP5sb8fy,single,2,scored,8,0.9999999999999998,0.2277751527740275
Gemma-Instant,17DRP5sb8fy_case_0003,17DRP5sb8fy,single,2,scored,8,1.0000000000000002,0.2877737657973406
GPT-Medium,17DRP5sb8fy_case_0003,17DRP5sb8fy,single,5,scored,8,0.9999999999999997,0.5148244298876674
Qwen-Thinking,17DRP5sb8fy_case_0003,17DRP5sb8fy,single,5,scored,8,0.9999999999999998,0.3080738098950313
Qwen-Instant,17DRP5sb8fy_case_0003,17DRP5sb8fy,single,5,scored,8,0.9999999999999999,0.3645069125443222
Gemma-Instant,17DRP5sb8fy_case_0003,17DRP5sb8fy,single,5,scored,8,1.0,0.39519800370710323
GPT-Medium,17DRP5sb8fy_case_0003,17DRP5sb8fy,single,6,scored,8,1.0,0.9979246346926529
Qwen-Thinking,17DRP5sb8fy_case_0003,17DRP5sb8fy,single,6,scored,8,0.9999999999999998,0.9628841831189737
Qwen-Instant,17DRP5sb8fy_case_0003,17DRP5sb8fy,single,6,scored,8,1.0,0.9212563635955772
Gemma-Instant,17DRP5sb8fy_case_0003,17DRP5sb8fy,single,6,scored,8,1.0,0.8886525493569211
GPT-Medium,17DRP5sb8fy_case_0003,17DRP5sb8fy,single,7,scored,8,1.0000000000000002,0.9923516636487212
Qwen-Thinking,17DRP5sb8fy_case_0003,17DRP5sb8fy,single,7,scored,8,1.0000000000000004,0.988583898244505
Qwen-Instant,17DRP5sb8fy_case_0003,17DRP5sb8fy,single,7,scored,8,1.0,0.9773544144892536
Gemma-Instant,17DRP5sb8fy_case_0003,17DRP5sb8fy,single,7,scored,8,1.0000000000000002,0.9076552946039074
GPT-Medium,17DRP5sb8fy_case_0004,17DRP5sb8fy,single,0,scored,3,1.0,0.1974090869836953
Qwen-Thinking,17DRP5sb8fy_case_0004,17DRP5sb8fy,single,0,scored,3,0.9999999999999999,0.1938282685500614
Qwen-Instant,17DRP5sb8fy_case_0004,17DRP5sb8fy,single,0,scored,3,1.0,0.16853308461988248
Gemma-Instant,17DRP5sb8fy_case_0004,17DRP5sb8fy,single,0,scored,3,1.0,0.17074838780414003
GPT-Medium,17DRP5sb8fy_case_0004,17DRP5sb8fy,single,2,scored,3,1.0,0.20157561037162963
Qwen-Thinking,17DRP5sb8fy_case_0004,17DRP5sb8fy,single,2,scored,3,1.0,0.17165341429926384
Qwen-Instant,17DRP5sb8fy_case_0004,17DRP5sb8fy,single,2,scored,3,1.0,0.1828377890360805
Gemma-Instant,17DRP5sb8fy_case_0004,17DRP5sb8fy,single,2,scored,3,1.0000000000000002,0.19029403886062501
GPT-Medium,17DRP5sb8fy_case_0004,17DRP5sb8fy,single,5,scored,3,1.0,0.14041757947344125
Qwen-Thinking,17DRP5sb8fy_case_0004,17DRP5sb8fy,single,5,scored,3,1.0,0.21013155552427576
Qwen-Instant,17DRP5sb8fy_case_0004,17DRP5sb8fy,single,5,scored,3,1.0,0.21013155552427576
Gemma-Instant,17DRP5sb8fy_case_0004,17DRP5sb8fy,single,5,scored,3,1.0,0.18965230830980517
GPT-Medium,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,1,scored,1,1.0,0.07381612097196955
Qwen-Thinking,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,1,scored,1,1.0,0.07381612097196955
Qwen-Instant,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,1,scored,1,1.0,0.07381612097196955
Gemma-Instant,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,1,scored,1,1.0,0.07381612097196955
GPT-Medium,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,2,scored,1,1.0,0.07381612097196955
Qwen-Thinking,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,2,scored,1,1.0,0.07381612097196955
Qwen-Instant,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,2,scored,1,1.0,0.07381612097196955
Gemma-Instant,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,2,scored,1,1.0,0.07381612097196955
GPT-Medium,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,3,scored,1,1.0,0.7677741755449227
Qwen-Thinking,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,3,scored,1,1.0,0.7677741755449227
Qwen-Instant,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,3,scored,1,1.0,0.7677741755449227
Gemma-Instant,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,3,scored,1,1.0,0.7677741755449227
GPT-Medium,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,4,scored,1,1.0,0.8415734645110088
Qwen-Thinking,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,4,scored,1,1.0,0.8415734645110088
Qwen-Instant,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,4,scored,1,1.0,0.8415734645110088
Gemma-Instant,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,4,scored,1,1.0,0.8415734645110088
GPT-Medium,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,5,scored,1,1.0,0.10137124059483682
Qwen-Thinking,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,5,scored,1,1.0,0.10137124059483682
Qwen-Instant,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,5,scored,1,1.0,0.10137124059483682
Gemma-Instant,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,5,scored,1,1.0,0.10137124059483682
GPT-Medium,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,7,scored,1,1.0,0.6532131522272804
Qwen-Thinking,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,7,scored,1,1.0,0.6532131522272804
Qwen-Instant,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,7,scored,1,1.0,0.6532131522272804
Gemma-Instant,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,7,scored,1,1.0,0.6532131522272804
GPT-Medium,17DRP5sb8fy_case_0006,17DRP5sb8fy,single,1,scored,2,1.0,0.5868860298019241
Qwen-Thinking,17DRP5sb8fy_case_0006,17DRP5sb8fy,single,1,scored,2,1.0,0.5584907908949681
Qwen-Instant,17DRP5sb8fy_case_0006,17DRP5sb8fy,single,1,scored,2,1.0,0.5465518836272707
Gemma-Instant,17DRP5sb8fy_case_0006,17DRP5sb8fy,single,1,scored,2,1.0,0.5863482411862619
GPT-Medium,17DRP5sb8fy_case_0033,17DRP5sb8fy,multi,3,scored,11,1.0,0.7919418968259508
Qwen-Thinking,17DRP5sb8fy_case_0033,17DRP5sb8fy,multi,3,scored,11,0.9999999999999998,0.6936174506190957
Qwen-Instant,17DRP5sb8fy_case_0033,17DRP5sb8fy,multi,3,scored,11,0.9999999999999999,0.6949313197340763
Gemma-Instant,17DRP5sb8fy_case_0033,17DRP5sb8fy,multi,3,scored,11,1.0000000000000002,0.6564140119859687
GPT-Medium,17DRP5sb8fy_case_0033,17DRP5sb8fy,multi,5,scored,11,0.9999999999999999,0.8343638969522197
Qwen-Thinking,17DRP5sb8fy_case_0033,17DRP5sb8fy,multi,5,scored,11,1.0000000000000002,0.6592858043392731
Qwen-Instant,17DRP5sb8fy_case_0033,17DRP5sb8fy,multi,5,scored,11,1.0,0.40078057569876246
Gemma-Instant,17DRP5sb8fy_case_0033,17DRP5sb8fy,multi,5,scored,11,1.0000000000000002,0.6592858043392731
GPT-Medium,17DRP5sb8fy_case_0034,17DRP5sb8fy,multi,0,scored,11,1.0000000000000002,0.9797252826913792
Qwen-Thinking,17DRP5sb8fy_case_0034,17DRP5sb8fy,multi,0,scored,11,0.9999999999999998,0.8483917477632801
Qwen-Instant,17DRP5sb8fy_case_0034,17DRP5sb8fy,multi,0,scored,11,1.0000000000000002,0.8161368832422915
Gemma-Instant,17DRP5sb8fy_case_0034,17DRP5sb8fy,multi,0,scored,11,0.9999999999999996,0.8610001858719276
GPT-Medium,17DRP5sb8fy_case_0034,17DRP5sb8fy,multi,5,scored,11,0.9999999999999999,0.7747174924504383
Qwen-Thinking,17DRP5sb8fy_case_0034,17DRP5sb8fy,multi,5,scored,11,1.0000000000000004,0.8651362742743212
Qwen-Instant,17DRP5sb8fy_case_0034,17DRP5sb8fy,multi,5,scored,11,1.0,0.6698403042900802
Gemma-Instant,17DRP5sb8fy_case_0034,17DRP5sb8fy,multi,5,scored,11,1.0000000000000004,0.7061839242115886
GPT-Medium,17DRP5sb8fy_case_0035,17DRP5sb8fy,multi,0,scored,13,1.0,0.9426187301358153
Qwen-Thinking,17DRP5sb8fy_case_0035,17DRP5sb8fy,multi,0,scored,13,1.0,0.8837589881866887
Qwen-Instant,17DRP5sb8fy_case_0035,17DRP5sb8fy,multi,0,scored,13,1.0000000000000002,0.8891655468756798
Gemma-Instant,17DRP5sb8fy_case_0035,17DRP5sb8fy,multi,0,scored,13,1.0000000000000004,0.9684378709645975
GPT-Medium,17DRP5sb8fy_case_0035,17DRP5sb8fy,multi,1,scored,13,1.0000000000000002,0.8832783624709357
Qwen-Thinking,17DRP5sb8fy_case_0035,17DRP5sb8fy,multi,1,scored,13,1.0,0.8585618140104601
Qwen-Instant,17DRP5sb8fy_case_0035,17DRP5sb8fy,multi,1,scored,13,1.0000000000000002,0.7235290308459336
Gemma-Instant,17DRP5sb8fy_case_0035,17DRP5sb8fy,multi,1,scored,13,1.0000000000000004,0.8198897286026037
GPT-Medium,17DRP5sb8fy_case_0035,17DRP5sb8fy,multi,5,scored,13,1.0,0.9021753963424213
Qwen-Thinking,17DRP5sb8fy_case_0035,17DRP5sb8fy,multi,5,scored,13,0.9999999999999996,0.8488218157048547
Qwen-Instant,17DRP5sb8fy_case_0035,17DRP5sb8fy,multi,5,scored,13,0.9999999999999998,0.6875650857900331
Gemma-Instant,17DRP5sb8fy_case_0035,17DRP5sb8fy,multi,5,scored,13,1.0000000000000004,0.7881768133739021
GPT-Medium,17DRP5sb8fy_case_0038,17DRP5sb8fy,multi,1,scored,6,1.0000000000000002,0.812493348001519
Qwen-Thinking,17DRP5sb8fy_case_0038,17DRP5sb8fy,multi,1,scored,6,1.0,0.7935245507037918
Qwen-Instant,17DRP5sb8fy_case_0038,17DRP5sb8fy,multi,1,scored,6,0.9999999999999996,0.6427676043414594
Gemma-Instant,17DRP5sb8fy_case_0038,17DRP5sb8fy,multi,1,scored,6,1.0000000000000002,0.6688164316857471
GPT-Medium,17DRP5sb8fy_case_0038,17DRP5sb8fy,multi,4,scored,6,1.0,0.07275855236038753
Qwen-Thinking,17DRP5sb8fy_case_0038,17DRP5sb8fy,multi,4,scored,6,0.9999999999999999,0.060756901215618275
Qwen-Instant,17DRP5sb8fy_case_0038,17DRP5sb8fy,multi,4,scored,6,0.9999999999999998,0.27958823343207173
Gemma-Instant,17DRP5sb8fy_case_0038,17DRP5sb8fy,multi,4,scored,6,0.9999999999999997,0.20174343616760004
GPT-Medium,17DRP5sb8fy_case_0039,17DRP5sb8fy,multi,4,scored,13,1.0000000000000002,0.4382532710609882
Qwen-Thinking,17DRP5sb8fy_case_0039,17DRP5sb8fy,multi,4,scored,13,0.9999999999999998,0.4902276929800563
Qwen-Instant,17DRP5sb8fy_case_0039,17DRP5sb8fy,multi,4,scored,13,0.9999999999999996,0.537947195496884
Gemma-Instant,17DRP5sb8fy_case_0039,17DRP5sb8fy,multi,4,scored,13,1.0,0.4196389740985813
GPT-Medium,17DRP5sb8fy_case_0039,17DRP5sb8fy,multi,6,scored,13,1.0,0.4128278197348876
Qwen-Thinking,17DRP5sb8fy_case_0039,17DRP5sb8fy,multi,6,scored,13,1.0000000000000004,0.4954429766131315
Qwen-Instant,17DRP5sb8fy_case_0039,17DRP5sb8fy,multi,6,scored,13,1.0,0.37536576215926165
Gemma-Instant,17DRP5sb8fy_case_0039,17DRP5sb8fy,multi,6,scored,13,0.9999999999999998,0.44747010894787653
GPT-Medium,17DRP5sb8fy_case_0040,17DRP5sb8fy,multi,1,scored,12,1.0000000000000002,0.612950475445549
Qwen-Thinking,17DRP5sb8fy_case_0040,17DRP5sb8fy,multi,1,scored,12,1.0000000000000002,0.4276048565304802
Qwen-Instant,17DRP5sb8fy_case_0040,17DRP5sb8fy,multi,1,scored,12,1.0,0.5213196767612158
Gemma-Instant,17DRP5sb8fy_case_0040,17DRP5sb8fy,multi,1,scored,12,0.9999999999999998,0.7802976987981582
GPT-Medium,17DRP5sb8fy_case_0040,17DRP5sb8fy,multi,3,scored,12,1.0000000000000002,0.9400926675697051
Qwen-Thinking,17DRP5sb8fy_case_0040,17DRP5sb8fy,multi,3,scored,12,1.0000000000000002,0.7425038486714404
